book_id,isbn13,isbn,authors,original_publication_year,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count
5729,9781442402000,1442402008,Kelly Creagh,2010.0,"Nevermore (Nevermore, #1)",3.87,1247,2177,5169,6910,9999,24570
5730,9780802131800,802131808,"Sadegh Hedayat, D.P. Costello",1937.0,The Blind Owl,3.99,401,819,2221,3814,4935,5168
5731,9780061906220,61906220,"Eric Litwin, James Dean",2010.0,Pete the Cat: I Love My White Shoes,4.41,292,527,2042,4586,11879,19122
5732,9780307738620,307738612,"Jonathan Stroud, Simon  Jones",2010.0,"The Ring of Solomon (Bartimaeus, #0.5)",4.19,329,568,3380,7850,9591,18809
5733,9780439568470,439568471,R.L. Stine,1992.0,"Welcome to Dead House (Goosebumps, #1)",3.82,451,1763,5906,5438,7089,19171
5734,9780060837050,60837055,Louise Erdrich,2003.0,The Master Butchers Singing Club,4.02,213,692,3569,7727,6011,16821
5735,9780765319230,765319233,Glen Cook,1986.0,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",4.2,273,590,2584,6462,8182,16663
5736,9781481438860,1481438867,Abbi Glines,2015.0,"Until Friday Night (The Field Party, #1)",4.01,615,1435,4798,8481,9706,20813
5737,9780671774680,671774670,Melinda Haynes,1999.0,Mother of Pearl,3.67,464,1373,5501,6517,3777,17378
5738,9781501124370,1501124374,Chris Cleave,2016.0,Everyone Brave is Forgiven,3.8,362,1190,5437,8621,4776,16183
5739,9780553129200,553129198,Michael Crichton,1975.0,The Great Train Robbery,3.84,241,1208,5294,7930,5234,17309
5740,9780739437580,739437585,Danielle Steel,2003.0,Safe Harbour,4.04,333,703,3650,5311,6732,16205
5741,9780345467520,345467515,Kristin Hannah,2004.0,The Things We Do for Love,4.05,167,559,3914,8153,6418,16190
5742,9780765343260,765343266,Juliet Marillier,2000.0,"Son of the Shadows (Sevenwaters, #2)",4.32,113,470,3051,8016,11947,21544
5743,9780451207790,451207793,Ken Follett,1980.0,The Key to Rebecca,3.86,172,861,5321,8890,4683,16616
5744,9780451233320,451233328,Chloe Neill,2011.0,"Hard Bitten (Chicagoland Vampires, #4)",4.17,278,949,5240,11250,13140,28656
5745,9780609610660,060961066X,"Ina Garten, Maura McEvoy",2002.0,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,4.26,482,427,2018,4650,8604,16134
5746,,,Fisher Amelie,2012.0,"Vain (The Seven Deadly, #1)",4.25,600,1036,3600,8530,14636,10427
5747,9780812974420,812974417,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936.0,At the Mountains of Madness,3.93,369,1403,4419,7067,6849,16637
5748,9780515128550,515128554,Nora Roberts,2000.0,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",4.14,123,824,4711,8222,10004,22274
5749,9780440244490,440244498,Lara Adrian,2008.0,"Veil of Midnight (Midnight Breed, #5)",4.26,130,603,4063,9551,12701,25116
5750,9780380792640,380792648,James Rollins,1999.0,Subterranean,4.01,211,857,4196,6957,6655,17425
5751,9780375713750,375713751,Allison Pearson,2001.0,I Don't Know How She Does It,3.3,1002,2829,6336,4911,2625,15456
5752,9781563897150,1563897156,"Garth Ennis, Steve Dillon",2001.0,"Preacher, Volume 9: Alamo",4.33,275,564,2126,5078,10086,17930
5753,9781500453300,1500453307,Becky  Chambers,2014.0,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",4.18,306,805,3179,8272,9838,12969
5754,9780140286810,140286802,"Jorge Luis Borges, Andrew Hurley",1998.0,Collected Fictions,4.58,101,216,1050,3853,11527,16474
5755,9780689868240,689868235,Holly Black,2002.0,Valiant (Modern Faerie Tales #2),3.92,527,1873,6713,9040,9681,26108
5756,9780743464670,743464664,John le Carré,1989.0,The Russia House,3.9,210,804,4735,7545,5134,17293
5757,9781606840600,1606840592,Jennifer Lynn Barnes,2010.0,"Raised by Wolves (Raised by Wolves, #1)",3.94,816,1764,5358,7845,9832,24936
5758,9780451219240,451219244,Harlan Coben,2006.0,Promise Me (Myron Bolitar #8),3.96,100,609,4866,9503,5609,18168
5759,9780061720860,61720852,L.J. Smith,2011.0,"Midnight (The Vampire Diaries: The Return, #3)",3.78,1052,2302,5507,5569,8337,20566
5760,9780312934350,312934343,Sherrilyn Kenyon,2006.0,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",4.15,192,1067,5616,9921,12685,27311
5761,9780151010980,151010986,"Carol Tavris, Elliot Aronson",2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",3.99,392,851,3443,5444,6222,15249
5762,,,T.R. Ragan,2011.0,Abducted (Lizzy Gardner #1),3.94,295,859,3605,6833,5264,8828
5763,9780451197870,451197879,"Richard Bachman, Stephen King",1981.0,Roadwork,3.59,494,2162,6977,5825,4564,18479
5764,9780425204050,425204049,Clive Cussler,2001.0,"Valhalla Rising (Dirk Pitt, #16)",3.92,170,683,4930,7538,5231,17260
5765,9780060845510,60845503,Jared Diamond,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.04,234,621,3210,6547,5757,15362
5766,9780688163180,688163181,Dennis Lehane,2008.0,The Given Day (Coughlin #1),4.03,271,820,3610,8450,6585,16528
5767,9780613026670,613026667,"Gina Mayer, Mercer Mayer",1994.0,Just Me in the Tub (Mercer Mayer's Little Critter),4.24,228,593,3250,4024,9284,17335
5768,9780062267180,62267175,Nicole  Williams,2013.0,"Crush (Crash, #3)",4.24,270,906,4031,9269,13465,26188
5769,9780316081060,031608106X,Mira Grant,2011.0,"Deadline (Newsflesh Trilogy, #2)",4.1,293,811,3389,7688,8000,18636
5770,9780525951060,525951059,Harlan Coben,2009.0,Long Lost  (Myron Bolitar #9),3.94,142,824,4944,9011,5867,17996
5771,9780440242920,440242916,Karin Slaughter,2005.0,"Faithless (Grant County, #5)",4.11,189,560,3455,7879,7299,16833
5772,9781430300620,1430300612,Jill Bolte Taylor,2006.0,My Stroke of Insight: A Brain Scientist's Personal Journey,3.86,259,1378,4614,6702,5556,14734
5773,9781582406850,1582406847,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,"The Walking Dead, Vol. 06: This Sorrowful Life",4.32,87,323,2434,7020,9668,18655
5774,9780061161540,61161535,"Isabel Allende, Margaret Sayers Peden",2006.0,Inés of My Soul,3.9,249,970,4206,6888,5098,13539
5775,9780425199590,425199584,Dean Koontz,1991.0,Cold Fire,3.75,218,1248,6301,6985,4687,18343
5776,9780316324690,031632468X,Emma Donoghue,2014.0,Frog Music,3.13,1494,3379,6926,5441,1719,16412
5777,9781573227960,1573227951,Iain Pears,1997.0,An Instance of the Fingerpost,3.93,515,1210,3896,6605,6571,17604
5778,9789797591520,9797591514,Donny Dhirgantoro,2005.0,5 cm,3.84,433,1089,2854,4126,4265,12527
5779,9780060517120,60517123,"Geoffrey A. Moore, Regis McKenna",1991.0,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,4.0,399,792,2897,5539,5741,14329
5780,9780345497450,345497457,Peach-Pit,2006.0,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",4.11,501,1166,3064,3875,8901,17351
5781,9780451215770,045121577X,Harlan Coben,2005.0,The Innocent,3.95,118,694,4878,9558,5504,18125
5782,9780586062000,586062009,Isaac Asimov,1985.0,Robots and Empire (Robot #4),4.17,56,430,3468,8256,7866,18462
5783,9780060085490,60085495,Aldous Huxley,1962.0,Island,3.87,427,1341,3820,5521,5567,14440
5784,9780375424470,375424474,Neil Shubin,2008.0,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,3.97,394,916,3200,6052,5722,14784
5785,9780573613050,573613052,Jean-Paul Sartre,1944.0,No Exit,4.13,253,663,3148,6725,7589,16533
5786,9781591841660,1591841666,Seth Godin,2007.0,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),3.83,410,1154,4052,5551,4802,15009
5787,9780618982510,618982507,Alison Bechdel,2012.0,Are You My Mother?,3.66,697,2193,5326,6382,5090,18618
5788,9789719234200,9719234202,Bob Ong,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),4.2,196,534,2343,4544,6920,14481
5789,9781780481010,1780481012,Robin Hobb,2011.0,The Farseer Trilogy (Farseer Trilogy #1-3),4.33,178,374,1840,4844,8291,14303
5790,9780312992620,312992629,Elin Hilderbrand,2005.0,The Blue Bistro,4.0,156,810,3884,7287,6006,16398
5791,9781250001540,1250001544,Darynda Jones,2012.0,"Third Grave Dead Ahead (Charley Davidson, #3)",4.39,102,363,3183,11130,16330,15137
5792,9780060930320,60930314,"Milan Kundera, Linda Asher",1997.0,Identity,3.68,237,1212,4819,6027,3073,11735
5793,9780805099250,805099247,Mary E. Pearson,2015.0,"The Heart of Betrayal (The Remnant Chronicles, #2)",4.32,143,503,3013,9837,13008,24104
5794,9780060856270,60856262,Loung Ung,2000.0,First They Killed My Father: A Daughter of Cambodia Remembers,4.29,97,317,2344,7297,8825,17459
5795,9780425142490,425142485,"Owen  West, Dean Koontz",1980.0,The Funhouse,3.6,571,2094,6374,5599,4579,18424
5796,9780743297300,074329730X,Stephen M.R. Covey,2006.0,The Speed of Trust: The One Thing that Changes Everything,3.97,315,865,3196,4930,5401,13708
5797,9780671004540,671004549,Mary Higgins Clark,1998.0,You Belong To Me,3.85,118,864,6230,7507,5298,19131
5798,9780552152170,552152161,Betty Mahmoody,1987.0,Not Without My Daughter,4.04,319,843,3725,7250,7071,16650
5799,9780553584520,553584529,Lisa Gardner,2003.0,"The Killing Hour (Quincy & Rainie, #4)",4.16,84,414,3516,7849,7754,17948
5800,9780345418520,345418514,Piers Anthony,1979.0,"Castle Roogna (Xanth, #3)",3.87,141,998,6395,7721,5957,19867
5801,9780671673680,671673688,Mary Higgins Clark,1989.0,While My Pretty One Sleeps,3.88,110,751,5855,7489,5427,18846
5802,9780856761220,856761222,Joseph Kesselring,1939.0,Arsenic and Old Lace,4.14,246,764,3825,6964,8918,20473
5803,9780061132230,61132233,Ellen Schreiber,2007.0,"Dance with a Vampire (Vampire Kisses, #4)",4.01,532,1607,5172,5659,10270,22119
5804,9780140045290,140045295,Ken Kesey,1964.0,Sometimes a Great Notion,4.24,229,629,2331,5054,8276,15502
5805,9780590554090,590554093,Tamora Pierce,1998.0,"Tris's Book (Circle of Magic, #2)",4.07,161,1005,5724,9059,9908,24511
5806,9781439171220,1439171211,Sam Harris,2010.0,The Moral Landscape: How Science Can Determine Human Values,3.9,574,923,3055,5551,5153,14300
5807,,,Darcie Chan,2014.0,The Mill River Recluse,3.55,436,1758,5588,5788,3025,15821
5808,9781582344160,1582344159,Douglas Coupland,2003.0,Hey Nostradamus!,3.72,309,1152,4904,6137,3607,14645
5809,9780802135580,802135587,Jon Lee Anderson,1997.0,Che Guevara: A Revolutionary Life,4.1,299,473,2502,5120,5777,13516
5810,9780060519540,,Scott Westerfeld,2004.0,"The Secret Hour (Midnighters, #1)",3.8,477,1853,7194,9430,7216,23933
5811,9781250012890,1250012899,C.C. Hunter,2014.0,"Chosen at Nightfall (Shadow Falls, #5)",4.37,186,615,2881,7074,13625,22968
5812,9780007235800,7235801,Paulo Coelho,2000.0,Like the Flowing River ,3.93,303,882,3391,4983,5064,12708
5813,9781590387830,159038783X,Brandon Mull,2007.0,"The Candy Shop War (The Candy Shop War, #1)",4.03,292,941,4482,7137,7925,19619
5814,9780553588190,553588184,Kelley Armstrong,2006.0,"Broken (Women of the Otherworld, #6)",4.19,94,649,4566,9748,11146,24319
5815,9780738713700,738713708,Maggie Stiefvater,2008.0,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",3.69,885,2740,8144,9603,7452,26116
5816,9780140549060,140549056,"Verna Aardema, Leo Dillon, Diane Dillon",1975.0,Why Mosquitoes Buzz in People's Ears,4.01,558,1196,4493,6195,8737,20639
5817,9780812993870,812993861,Sophie Kinsella,2014.0,"Shopaholic to the Stars (Shopaholic, #7)",3.24,1034,3411,7224,4940,2593,15414
5818,9780399154350,399154345,Nora Roberts,2007.0,High Noon,3.94,197,1007,5813,8428,7117,20698
5819,9781471110670,1471110672,Tom Rob Smith,2014.0,The Farm,3.53,527,1721,5764,6489,2743,13407
5820,9781608463860,1608463869,Rebecca Solnit,2014.0,Men Explain Things to Me,3.93,328,1066,4655,8937,6231,17918
5821,2940016554330,,Kristen Proby,2013.0,"Rock with Me (With Me in Seattle, #4)",4.3,176,637,4070,11023,15144,28709
5822,9780316044780,316044776,"Carlos Ruiz Zafón, Lucia Graves",1986.0,"The Prince of Mist (Niebla, #1)",3.66,350,1862,7253,7971,4586,14381
5823,9780930452900,930452895,Alfred Uhry,1986.0,Driving Miss Daisy,4.24,175,449,2636,5479,8207,16829
5824,,,Meredith Wild,2013.0,"Hardpressed (Hacker, #2)",4.27,165,571,2808,7296,10149,7383
5825,9780749934170,749934174,J.D. Robb,1999.0,"Conspiracy in Death (In Death, #8)",4.35,52,281,3308,9228,13056,22149
5826,9780375422710,375422714,Alexander McCall Smith,2004.0,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",4.07,47,347,4549,10476,6905,19839
5827,9780060885460,60885459,"Laura Ingalls Wilder, Garth Williams",1953.0,"The First Four Years  (Little House, #9)",3.88,371,1783,7756,9222,8963,24180
5828,9781848764570,1848764561,R.D. Ronald,2010.0,The Elephant Tree,3.52,1670,1704,3788,3672,4724,15421
5829,9780743294380,743294378,Kathy Reichs,2007.0,"Bones to Ashes (Temperance Brennan, #10)",3.92,161,863,5748,9323,6266,19942
5830,,,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857.0,Grimm's Fairy Tales,4.14,309,667,3561,6643,8532,5873
5831,9780553804720,,"Allan Pease, Barbara Pease",2004.0,The Definitive Book of Body Language,3.97,311,822,3607,6058,5626,13328
5832,,,Tammara Webber,2011.0,"Between the Lines (Between the Lines, #1)",3.71,748,2053,7617,9801,6281,25991
5833,9780316881790,316881791,Farley Mowat,1963.0,Never Cry Wolf,4.19,233,478,2850,6418,7884,17045
5834,9780316128520,031612852X,"James Patterson, Michael Ledwidge",2010.0,"Tick Tock (Michael Bennett, #4)",4.03,153,707,4350,8302,6754,17189
5835,9781847249550,184724954X,Michelle Moran,2009.0,Cleopatra's Daughter,4.11,200,713,3727,8267,8028,16532
5836,9780684859740,684859734,Kathy Reichs,2002.0,"Grave Secrets (Temperance Brennan, #5)",3.98,116,699,6159,10006,7322,21460
5837,9780345548480,345548485,Kevin Hearne,2014.0,"Shattered (The Iron Druid Chronicles, #7)",4.28,52,319,2612,7858,8945,15133
5838,9780765316980,765316986,John Scalzi,2008.0,"Zoe's Tale (Old Man's War, #4)",3.73,366,1358,5851,7860,4299,15971
5839,9781416543790,1416543791,Brad Thor,2007.0,"The First Commandment (Scot Harvath, #6)",4.22,140,362,2456,6302,7280,14833
5840,9780007144360,7144350,"Oscar Wilde, Merlin Holland",1908.0,Complete Works of Oscar Wilde,4.45,114,242,1746,5241,10609,10835
5841,9780936184750,,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995.0,The New Best Recipe,4.2,349,658,2477,4524,7998,15971
5842,9780399171630,399171622,Renee Ahdieh,2016.0,"The Rose & the Dagger (The Wrath & the Dawn, #2)",4.2,212,904,4333,11110,12500,26503
5843,9780553418290,553418297,Peter Clines,2015.0,The Fold,3.82,234,869,3970,6974,3641,13519
5844,9781250022080,1250022088,Louise Penny,2015.0,The Nature of the Beast (Chief Inspector Armand Gamache #11),4.21,127,428,2446,7572,7554,14695
5845,9780060520620,60520620,Laura C. Schlessinger,2003.0,The Proper Care and Feeding of Husbands,3.71,892,1233,3326,4700,4233,13465
5846,9781595542880,1595542884,Ted Dekker,2009.0,"Green: The Beginning and the End (The Circle, #0)",4.03,533,1162,3296,5085,7763,17315
5847,9789792760870,,Yana Toboso,2007.0,"Black Butler, Vol. 3 (Black Butler, #3)",4.53,139,270,1567,3850,11822,16682
5848,9780316243710,031624371X,Michael J. Sullivan,2013.0,"The Crown Tower (The Riyria Chronicles, #1)",4.31,154,339,2089,7511,9224,17352
5849,9781401229700,1401229697,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",2011.0,Daytripper,4.31,264,672,2223,5308,10100,17679
5850,,,Cherise Sinclair,2009.0,"Club Shadowlands (Masters of the Shadowlands, #1)",3.99,743,1625,5632,9278,10722,22733
5851,9780307266770,307266761,"Orhan Pamuk, Maureen Freely",2008.0,The Museum of Innocence,3.69,785,1664,4030,5480,4641,12685
5852,9780399184510,399184511,Brit Bennett,2016.0,The Mothers,3.87,243,954,5379,10630,5176,19784
5853,9780385031140,385031149,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0,Faust,3.97,347,1202,4570,7299,7381,15864
5854,9780062273260,62273264,Cora Carmack,2013.0,"Faking It (Losing It, #2)",3.96,308,1368,6759,12181,9197,27707
5855,9780439545280,439545285,Jenny Nimmo,2005.0,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",3.89,329,1200,5476,6927,6661,20101
5856,,,Shelly Crane,2011.0,"Accordance (Significance, #2)",4.28,243,721,3451,8076,12835,25037
5857,9780399256130,399256121,Andrea Cremer,2012.0,Bloodrose (Nightshade #3; Nightshade World #6),4.06,803,1428,4421,7104,11164,23874
5858,9780425205950,425205959,Agatha Christie,1936.0,"Cards on the Table (Hercule Poirot, #15)",3.9,112,857,6468,9372,6195,19577
5859,9781442449620,1442449616,Rachel Renée Russell,2012.0,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",4.42,318,488,1753,3199,10384,13648
5860,9780380709530,038070952X,Beverly Cleary,1980.0,"Ramona and Her Mother (Ramona, #5)",4.08,199,663,4616,7267,8244,20053
5861,9780007119360,7119356,Agatha Christie,1938.0,"Appointment with Death (Hercule Poirot, #19)",3.84,128,995,7379,9596,5967,20793
5862,9780060734570,60734574,Susan Elizabeth Phillips,2004.0,"Natural Born Charmer (Chicago Stars, #7)",4.15,211,806,4829,10433,11118,25474
5863,9780679721890,679721886,Maxine Hong Kingston,1975.0,The Woman Warrior,3.72,531,1686,5293,7098,4851,17781
5864,9780307111550,307111547,"Masha, Marie Simchow Stern",1942.0,Three Little Kittens,4.28,171,571,3390,4067,10150,18327
5865,9780872861560,872861554,Charles Bukowski,1978.0,Tales of Ordinary Madness,4.0,244,748,3392,6625,5564,13995
5866,,,Samantha Young,2014.0,"Before Jamaica Lane (On Dublin Street, #3)",4.35,184,543,3487,10942,16111,13447
5867,9780345453750,345453751,Terry Brooks,1979.0,"The Sword of Shannara Trilogy (Shannara, #1-3)",3.94,559,1137,3615,5791,6458,15172
5868,9781476776880,1476776881,Taylor Jenkins Reid,2015.0,Maybe in Another Life,3.74,401,1451,5446,7760,4525,17138
5869,9781451697250,1451697244,Glennon Doyle Melton,2013.0,"Carry On, Warrior: Thoughts on Life Unarmed",4.18,303,633,2471,5449,7665,12986
5870,9789626344250,9626344245,"Arthur Conan Doyle, David Timson",1914.0,The Valley of Fear,3.98,166,902,5123,8345,6967,15399
5871,9780515144670,515144665,Nora Roberts,2008.0,"The Pagan Stone (Sign of Seven, #3)",4.14,252,948,4445,8063,10449,22863
5872,9780142196590,142196584,Charles Dickens,,A Tale of Two Cities / Great Expectations,3.98,445,904,2935,5051,5737,14912
5873,9780671792800,671792806,Stephen R. Covey,1991.0,Principle-Centered Leadership,4.07,178,513,2699,4750,5237,13079
5874,9780741444560,741444569,Larry Correia,2009.0,"Monster Hunter International (Monster Hunter International, #1)",4.04,552,935,3343,7258,7762,16552
5875,9780062026540,62026542,Rae Carson,2013.0,"The Bitter Kingdom (Fire and Thorns, #3)",4.23,305,728,3720,9702,12202,24420
5876,9780141004920,141004924,Tom Clancy,2003.0,"The Teeth of the Tiger (Jack Ryan Universe, #12)",3.61,634,1796,5284,5785,4011,15746
5877,9780345419580,034541957X,Anne McCaffrey,1983.0,"Moreta: Dragonlady of Pern (Pern, #7)",3.97,160,1091,5900,8016,7916,21117
5878,9780307960380,307960382,Diane Muldrow,1992.0,Frosty the Snowman (Frosty the Snowman),4.34,288,607,2664,3397,10637,17540
5879,9781563894910,1563894904,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999.0,"Preacher, Volume 6: War in the Sun",4.34,239,416,1929,5068,9142,16531
5880,9780060841830,60841826,Megan Whalen Turner,2000.0,"The Queen of Attolia (The Queen's Thief, #2)",4.23,287,768,3519,9091,11634,23813
5881,9780816638630,816638624,Christopher Isherwood,1964.0,A Single Man,4.11,298,696,2961,6486,7096,14554
5882,9781455502750,1455502758,Christopher Hitchens,2012.0,Mortality,4.12,250,545,2700,6595,6580,14248
5883,9780439672470,439672465,Chris d'Lacey,2003.0,"Icefire (The Last Dragon Chronicles, #2)",3.9,514,1488,4916,6064,7366,19795
5884,,,Neil Gaiman,2017.0,Norse Mythology,4.12,179,974,6943,17019,14135,22266
5885,9780684848010,684848015,Stephen E. Ambrose,1997.0,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,4.19,135,391,2651,6789,7011,16322
5886,9780671737820,671737821,Julie Garwood,1987.0,Honor's Splendour,4.22,166,620,3863,8103,10701,21926
5887,9780316175560,316175560,Kody Keplinger,2011.0,Shut Out,3.76,614,2068,6906,8112,6890,23723
5888,,,A. Meredith Walters,2012.0,"Bad Rep (Bad Rep, #1)",3.91,575,1389,5401,9407,7595,24287
5889,9780786286800,786286806,Nora Roberts,2006.0,"Valley of Silence (Circle Trilogy, #3)",4.2,204,799,3999,7468,10964,20800
5890,9780440421240,440421241,Jeanne DuPrau,2006.0,"The Prophet of Yonwood (Book of Ember, #3)",3.25,1487,4480,8323,5642,3912,22237
5891,9781780890160,178089015X,James Patterson,2014.0,"Hope to Die (Alex Cross, #22)",4.14,207,548,2926,6615,7079,10005
5892,9781439159670,1439159661,"Kresley Cole, Gena Showalter",2009.0,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",4.23,137,766,4373,8227,12131,23875
5893,9781416963980,1416963987,"Holly Black, Eliza Wheeler",2013.0,Doll Bones,3.7,665,1482,5436,6764,4736,17414
5894,9780399158020,399158022,Patricia Cornwell,2011.0,"Red Mist (Kay Scarpetta, #19)",3.75,439,1585,5494,6713,5067,16396
5895,9780385344010,385344015,Alan Bradley,2011.0,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",4.09,96,474,4509,11340,7946,21288
5896,,,Kristen Ashley,2011.0,"Wild Man (Dream Man, #2)",4.21,315,1073,5264,12880,15558,32541
5897,9780062351420,62351427,"Joseph Fink, Jeffrey Cranor",2015.0,Welcome to Night Vale,3.87,728,1485,4276,7096,6740,17781
5898,9780736421980,073642198X,"Michael Teitelbaum, Walt Disney Company",1986.0,Sleeping Beauty: a Little Golden Book (Disney Princess),4.32,286,621,2603,3322,10024,16654
5899,9780380815590,380815583,Julia Quinn,2001.0,"An Offer From a Gentleman (Bridgertons, #3)",4.08,186,948,5967,11162,10631,17402
5900,9780062327180,62327186,Julie   Murphy,2015.0,"Dumplin' (Dumplin', #1)",3.87,440,1277,5897,9633,6629,22176
5901,9780356502430,356502422,Ann Leckie,2015.0,Ancillary Mercy (Imperial Radch #3),4.2,127,448,2512,7399,7322,12776
5902,9780373775810,373775814,Gena Showalter,2011.0,The Darkest Surrender  (Lords of the Underworld #8),4.42,125,368,2768,7848,14709,24515
5903,9780425181610,042518160X,Stephen King,1981.0,Danse Macabre,3.62,562,2114,6754,6623,4731,18700
5904,2940014977680,,Gina L. Maxwell,2012.0,"Seducing Cinderella (Fighting for Love, #1)",3.94,457,1516,7170,12569,9714,21617
5905,9781400075710,1400075718,Alexander McCall Smith,2006.0,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",4.06,68,403,4620,9924,6836,20246
5906,9781860499260,1860499260,"Eve Ensler, Gloria Steinem",1996.0,The Vagina Monologues,3.86,503,1507,5061,7687,6601,17935
5907,9780375761140,375761144,Charles Dickens,1865.0,Our Mutual Friend,4.07,434,986,3803,6936,8500,18599
5908,9780316926060,316926051,Evelyn Waugh,1934.0,A Handful of Dust,3.92,279,919,4544,7707,5644,17370
5909,9780842335720,842335722,Francine Rivers,1999.0,Leota's Garden,4.07,195,757,3233,5301,6503,15039
5910,9780385524990,385524986,Barbara Delinsky,2009.0,Not My Daughter,3.77,353,1263,5065,6715,4509,17109
5911,9780312990960,312990960,Paul Auster,2002.0,The Book of Illusions,3.89,202,867,3905,6909,4479,13583
5912,9780440242180,440242177,Karen Marie Moning,1999.0,"To Tame a Highland Warrior (Highlander, #2)",4.14,189,985,5043,9766,11385,24710
5913,9780316058250,316058254,Wendy Mass,2005.0,A Mango-Shaped Space,4.22,199,677,3404,7449,10130,20661
5914,9780752849520,752849522,Maeve Binchy,2002.0,Quentins,3.88,156,836,5405,8045,5137,18150
5915,9780375760140,037576013X,"George Eliot, Edmund White",1876.0,Daniel Deronda,3.82,543,1361,4705,6835,5701,17723
5916,9780316375150,316375144,Elin Hilderbrand,2016.0,Here's to Us,3.73,313,1131,5643,7575,3811,14840
5917,9780373774520,373774524,Susan Mallery,2010.0,"Chasing Perfect (Fool's Gold, #1)",3.89,545,1099,4621,6977,6291,18437
5918,9781401360240,1401360238,Plum Sykes,2006.0,The Debutante Divorcee,3.46,760,2092,5245,4083,3368,15030
5919,9780310919800,310919797,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992.0,Life Application Study Bible: NIV,4.67,239,207,670,1992,11666,13614
5920,9780446580280,446580287,"Douglas Preston, Lincoln Child",2007.0,"The Wheel of Darkness (Pendergast, #8)",3.92,189,1054,5029,8047,6080,18413
5921,9781101886690,1101886692,Sylvain Neuvel,2016.0,"Sleeping Giants (Themis Files, #1)",3.84,397,1445,5873,10371,6029,19371
5922,9781609074610,1609074602,Julianne Donaldson,2013.0,Blackmoore,4.17,189,589,2885,7166,7790,17497
5923,9781401201140,140120113X,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003.0,The Sandman: Endless Nights,4.34,44,321,2890,7372,10933,20416
5924,9780099435140,99435136,Olivia Goldsmith,1992.0,The First Wives Club,3.87,325,1145,4869,5603,5812,17219
5925,9780755308450,755308441,Maggie O'Farrell,2006.0,The Vanishing Act of Esme Lennox,3.82,303,1182,5192,8710,4744,16675
5926,9781594482300,1594482306,Sarah Waters,2006.0,The Night Watch,3.67,498,1636,5376,7102,4013,13798
5927,9781250034520,1250034515,Jeffrey Archer,2015.0,"Mightier Than the Sword (The Clifton Chronicles, #5)",4.09,167,480,2933,7082,5867,10257
5928,9780099460180,99460173,Anne Rice,2003.0,"Blood Canticle (The Vampire Chronicles, #10)",3.71,695,1790,5467,6164,5433,17359
5929,9780307263000,307262995,Carl Hiaasen,2006.0,Nature Girl,3.61,330,1452,6355,7118,3118,17216
5930,9780671743060,671743058,Robert McCammon,1991.0,Boy's Life,4.32,175,490,2260,5662,9663,15752
5931,9780375759020,375759018,"George Eliot, Joanna Trollope, Hugh Osborne",1859.0,Adam Bede,3.77,650,1475,4959,6999,5340,17777
5932,9780385489520,038548951X,Chitra Banerjee Divakaruni,1997.0,Sister of My Heart,3.97,154,606,3401,6540,4651,14434
5933,9780312427800,312427808,"Yōko Ogawa, Stephen Snyder",2003.0,The Housekeeper and the Professor,3.94,173,895,4520,8562,5630,16865
5934,9780449000630,044900063X,Sue Grafton,1991.0,"H is for Homicide (Kinsey Millhone, #8)",3.89,94,700,7101,10009,6083,21635
