book_id,title,author,isbn13,cover_path
6121,"Boy Meets Girl (Boy, #2)",Meg Cabot,9.78033041887e+12,
6116,We're All Damaged,Matthew Norman,,
6122,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",Louise Rennison,9.78006009748e+12,
6125,Runaway,Alice Munro,9.78140007792e+12,
6124,Luna,Julie Anne Peters,9.78031601127e+12,book_covers\6124_Luna.jpg
6123,The Door Into Summer,Robert A. Heinlein,9.78034541399e+12,book_covers\6123_The Door Into Summer.jpg
6126,"Matter (Culture, #8)",Iain M. Banks,9.78184149418e+12,
6130,The Stepford Wives,Ira Levin,9.78006008085e+12,
6127,Leo,Mia Sheridan,,book_covers\6127_Leo.jpg
6129,"New York to Dallas (In Death, #33)",J.D. Robb,9.78144183631e+12,
6133,"The Reality Bug (Pendragon, #4)",D.J. MacHale,9.78074343735e+12,
6131,The Longest Day,Cornelius Ryan,9.78067189092e+12,
6128,Maurice,E.M. Forster,9.78039331032e+12,
6132,Motor Mouth (Alex Barnaby #2),Janet Evanovich,9.78006058403e+12,
6140,"The Fallen Angel (Gabriel Allon, #12)",Daniel Silva,9.78006207313e+12,
6135,"Mistress of the Empire (The Empire Trilogy, #3)",Raymond E. Feist,9.78055356118e+12,"book_covers\6135_Mistress of the Empire (The Empire Trilogy, #3).jpg"
6136,Defiance (Defiance #1),C.J. Redwine,9.78006211718e+12,
6137,"Winter Street (Winter, #1)",Elin Hilderbrand,9.78031637611e+12,"book_covers\6137_Winter Street (Winter, #1).jpg"
6139,Captains and the Kings,Taylor Caldwell,9.78044920562e+12,book_covers\6139_Captains and the Kings.jpg
6138,The Hidden Staircase (Nancy Drew #2),Carolyn Keene,9.78044809503e+12,book_covers\6138_The Hidden Staircase (Nancy Drew #2).jpg
6141,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling,9.78185549664e+12,book_covers\6141_Harry Potter and the Order of the Phoenix (Harry P.jpg
6134,True Blue,David Baldacci,9.78044619552e+12,book_covers\6134_True Blue.jpg
6143,"Hit List (Anita Blake, Vampire Hunter #20)",Laurell K. Hamilton,9.78042524113e+12,"book_covers\6143_Hit List (Anita Blake, Vampire Hunter #20).jpg"
6146,Let Me Call You Sweetheart,Mary Higgins Clark,9.78141651674e+12,
6144,Interesting Times: The Play,Stephen Briggs,9.78041377219e+12,
6142,"One Tuesday Morning (9/11, #1)",Karen Kingsbury,25986247522.0,"book_covers\6142_One Tuesday Morning (9_11, #1).jpg"
6145,The Wall of Winnipeg and Me,Mariana Zapata,,
6149,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,9.78158333439e+12,
6147,The Onion Field,Joseph Wambaugh,9.78038534159e+12,book_covers\6147_The Onion Field.jpg
6151,"Beyond Reach (Grant County, #6)",Karin Slaughter,9.78038533948e+12,
6152,Fuzzy Nation,John Scalzi,9.78076532854e+12,
6153,"I is for Innocent (Kinsey Millhone, #9)",Sue Grafton,9.78044922152e+12,"book_covers\6153_I is for Innocent (Kinsey Millhone, #9).jpg"
6148,"Break No Bones (Temperance Brennan, #9)",Kathy Reichs,9.78074323349e+12,"book_covers\6148_Break No Bones (Temperance Brennan, #9).jpg"
6150,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,9.78034545771e+12,"book_covers\6150_Broken Angels (Takeshi Kovacs, #2).jpg"
6157,The Art of Travel,Alain de Botton,9.78037572534e+12,book_covers\6157_The Art of Travel.jpg
6156,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Bertrand Russell,9.78067120324e+12,book_covers\6156_Why I Am Not a Christian and Other Essays on Relig.jpg
6155,Heart of Darkness and Selected Short Fiction,Joseph Conrad,9.78159308021e+12,book_covers\6155_Heart of Darkness and Selected Short Fiction.jpg
6158,"The Summer Garden (The Bronze Horseman, #3)",Paullina Simons,9.7800071625e+12,
6161,The Weight of Blood,Laura McHugh,9.78081299521e+12,
6162,"When He was Wicked (Bridgertons, #6)",Julia Quinn,9.78006053123e+12,"book_covers\6162_When He was Wicked (Bridgertons, #6).jpg"
6160,عقاید یک دلقک,Heinrich Böll,9.78964557176e+12,
6159,"Cross Justice (Alex Cross, #23)",James Patterson,9.78031640714e+12,"book_covers\6159_Cross Justice (Alex Cross, #23).jpg"
6165,"Spook Country (Blue Ant, #2)",William Gibson,9.7803991543e+12,
6169,"Blindsight (Firefall, #1)",Peter Watts,9.78076531218e+12,
6166,The I Ching or Book of Changes,Anonymous,9.7806910975e+12,book_covers\6166_The I Ching or Book of Changes.jpg
6171,"American Vampire, Vol. 1",Scott Snyder,9.78140122831e+12,
6167,"The 39 Steps (Richard Hannay, #1)",John Buchan,9.78141915112e+12,"book_covers\6167_The 39 Steps (Richard Hannay, #1).jpg"
6164,"Among the Betrayed (Shadow Children, #3)",Margaret Peterson Haddix,9.78068983905e+12,"book_covers\6164_Among the Betrayed (Shadow Children, #3).jpg"
6154,V.,Thomas Pynchon,9.78202041878e+12,book_covers\6154_V..jpg
6163,"V is for Vengeance (Kinsey Millhone, #22)",Sue Grafton,9.78039915787e+12,"book_covers\6163_V is for Vengeance (Kinsey Millhone, #22).jpg"
6168,Blue Nights,Joan Didion,9.78030726767e+12,book_covers\6168_Blue Nights.jpg
6170,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,Nick Offerman,9.78052595422e+12,book_covers\6170_Paddle Your Own Canoe: One Man's Fundamentals for .jpg
6173,Democracy in America ,Alexis de Tocqueville,9.78014044761e+12,
6174,Drop Shot (Myron Bolitar #2),Harlan Coben,9.78044022046e+12,
6176,"Find You in the Dark (Find You in the Dark, #1)",A. Meredith Walters,,
6172,"Heat Lightning (Virgil Flowers, #2)",John Sandford,9.78039915528e+12,"book_covers\6172_Heat Lightning (Virgil Flowers, #2).jpg"
6180,Paddy Clarke Ha Ha Ha,Roddy Doyle,9.78226402245e+12,
6179,Azincourt,Bernard Cornwell,9.78000727121e+12,book_covers\6179_Azincourt.jpg
6178,"Intuition (The Premonition, #2)",Amy A. Bartol,9.78146626674e+12,
6175,"The Lake of Souls (Cirque Du Freak, #10)",Darren Shan,9.78031601665e+12,"book_covers\6175_The Lake of Souls (Cirque Du Freak, #10).jpg"
6177,The School of Essential Ingredients,Erica Bauermeister,9.78039915544e+12,book_covers\6177_The School of Essential Ingredients.jpg
6181,Dinner at the Homesick Restaurant,Anne Tyler,9.78044991159e+12,book_covers\6181_Dinner at the Homesick Restaurant.jpg
6182,"Heaven (Casteel, #1)",V.C. Andrews,9.78067172945e+12,
6184,Money,Martin Amis,9.78009946188e+12,
6183,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",Jenny Nimmo,9.7804395453e+12,book_covers\6183_Charlie Bone and the Hidden King (The Children of .jpg
6188,House Atreides (Prelude to Dune #1),Brian Herbert,9.78055358027e+12,
6187,His Last Bow: 8 Stories,Arthur Conan Doyle,9.78075533444e+12,
6186,The Complete Clive Barker's The Great And Secret Show,Chris Ryall,9.78160010029e+12,
6185,"Secret Prey (Lucas Davenport, #9)",John Sandford,9.78074348421e+12,"book_covers\6185_Secret Prey (Lucas Davenport, #9).jpg"
6192,The Romanov Prophecy,Steve Berry,9.78034546007e+12,book_covers\6192_The Romanov Prophecy.jpg
6193,Ecstasy Unveiled (Demonica #4),Larissa Ione,9.78044655683e+12,
6189,"Charmed Life (Chrestomanci, #1)",Diana Wynne Jones,9.78000710653e+12,"book_covers\6189_Charmed Life (Chrestomanci, #1).jpg"
6194,The Uncommon Reader,Alan Bennett,9.78037428096e+12,
6195,Amerika,Franz Kafka,9.78080521064e+12,book_covers\6195_Amerika.jpg
6191,Netherland,Joseph O'Neill,9.78030737704e+12,book_covers\6191_Netherland.jpg
6198,النبطي,يوسف زيدان,9.78977092938e+12,book_covers\6198_النبطي.jpg
6196,"30 Days of Night, Vol. 1",Steve Niles,9.78097197756e+12,"book_covers\6196_30 Days of Night, Vol. 1.jpg"
6190,The Pickwick Papers,Charles Dickens,9.78014043611e+12,book_covers\6190_The Pickwick Papers.jpg
6197,"Sunset (Warriors: The New Prophecy, #6)",Erin Hunter,9.78006082769e+12,"book_covers\6197_Sunset (Warriors: The New Prophecy, #6).jpg"
6201,"Princess in Training (The Princess Diaries, #6)",Meg Cabot,9.78006009615e+12,
6199,When She Woke,Hillary Jordan,9.7815651263e+12,book_covers\6199_When She Woke.jpg
6204,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,9.78157062519e+12,
6203,Sin Undone (Demonica #5),Larissa Ione,9.78044655681e+12,book_covers\6203_Sin Undone (Demonica #5).jpg
6202,The Portable Atheist: Essential Readings for the Nonbeliever,Christopher Hitchens,9.78030681609e+12,book_covers\6202_The Portable Atheist: Essential Readings for the N.jpg
6200,The Naked Face,Sidney Sheldon,9.78044632121e+12,book_covers\6200_The Naked Face.jpg
6205,"Unbeautifully (Undeniable, #2)",Madeline Sheehan,9.78130134567e+12,
6206,The Girl With No Past,Kathryn Croft,,book_covers\6206_The Girl With No Past.jpg
6207,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,9.78037410412e+12,
6210,"Ransom (Highlands' Lairds, #2)",Julie Garwood,9.78074347418e+12,
6209,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",Elizabeth Eulberg,9.78054514032e+12,"book_covers\6209_The Lonely Hearts Club (The Lonely Hearts Club, #1.jpg"
6208,"Lady Luck (Colorado Mountain, #3)",Kristen Ashley,,"book_covers\6208_Lady Luck (Colorado Mountain, #3).jpg"
6212,"Peril at End House (Hercule Poirot, #8)",Agatha Christie,9.7800071193e+12,"book_covers\6212_Peril at End House (Hercule Poirot, #8).jpg"
6211,"The Big Four (Hercule Poirot, #5)",Agatha Christie,9.78000712082e+12,"book_covers\6211_The Big Four (Hercule Poirot, #5).jpg"
6213,Disclaimer,Renée Knight,9.78085752282e+12,book_covers\6213_Disclaimer.jpg
6214,"The Divergent Series 2-Book Collection (Divergent, #1-2)",Veronica Roth,9.78006224009e+12,
6220,How the Mind Works,Steven Pinker,9.78039331849e+12,
6215,The Prague Cemetery,Umberto Eco,9.78054757753e+12,book_covers\6215_The Prague Cemetery.jpg
6216,Beatrice and Virgil,Yann Martel,9.78140006926e+12,book_covers\6216_Beatrice and Virgil.jpg
6217,"Shaman King, Vol. 1: A Shaman in Tokyo",Hiroyuki Takei,9.78156931902e+12,
6218,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",Robert Jordan,9.78076534185e+12,"book_covers\6218_From the Two Rivers: The Eye of the World, Part 1 .jpg"
6221,"A Castle of Sand (A Shade of Vampire, #3)",Bella Forrest,,
6222,"Leaving (Bailey Flanigan, #1)",Karen Kingsbury,9.78031026628e+12,
6219,Hyperspace,Michio Kaku,9.78019286189e+12,book_covers\6219_Hyperspace.jpg
6223,"Live and Let Die (James Bond, #2)",Ian Fleming,9.78014200324e+12,
6224,The World of the Hunger Games (Hunger Games Trilogy),Kate Egan,9.78054542512e+12,book_covers\6224_The World of the Hunger Games (Hunger Games Trilog.jpg
6229,Invasion of the Body Snatchers,Jack Finney,9.78068485258e+12,
6226,"Winger (Winger, #1)",Andrew  Smith,9.78144244493e+12,
6231,Killing Patton: The Strange Death of World War II's Most Audacious General,Bill O'Reilly,,
6227,The Magic Strings of Frankie Presto,Mitch Albom,9.78006229442e+12,book_covers\6227_The Magic Strings of Frankie Presto.jpg
6225,Utilitarianism,John Stuart Mill,9.78087220605e+12,book_covers\6225_Utilitarianism.jpg
6233,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",Jenny Nimmo,9.78080721898e+12,
6230,Smack,Melvin Burgess,9.78038073223e+12,
6228,"Fool's Quest  (The Fitz and The Fool, #2)",Robin Hobb,9.78055339292e+12,"book_covers\6228_Fool's Quest  (The Fitz and The Fool, #2).jpg"
6234,Porno,Irvine Welsh,9.78843397261e+12,
6232,The Devotion of Suspect X,Keigo Higashino,9.78031237506e+12,book_covers\6232_The Devotion of Suspect X.jpg
6235,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",Jenny Nimmo,9.78043954527e+12,book_covers\6235_Charlie Bone and the Invisible Boy (The Children o.jpg
6239,"Royal Blood (Vampire Kisses, #6)",Ellen Schreiber,9.78006128888e+12,
6242,Love Medicine,Louise Erdrich,9.78006078646e+12,
6243,"The Inner Circle (Culper Ring, #1)",Brad Meltzer,9.78044657789e+12,
6238,The Unlikely Spy,Daniel Silva,9.78045120931e+12,
6241,M Train,Patti Smith,9.7811018751e+12,
6236,"First Shift: Legacy (Shift, #1)",Hugh Howey,,"book_covers\6236_First Shift: Legacy (Shift, #1).jpg"
6237,"Worst Case (Michael Bennett, #3)",James Patterson,9.78031603622e+12,"book_covers\6237_Worst Case (Michael Bennett, #3).jpg"
6240,"Conversations With God: An Uncommon Dialogue, Book 3",Neale Donald Walsch,9.78157174104e+12,"book_covers\6240_Conversations With God: An Uncommon Dialogue, Book.jpg"
6247,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",Rachel Renée Russell,9.78085707685e+12,
6246,"The Crippled God (The Malazan Book of the Fallen, #10)",Steven Erikson,9.78059304636e+12,
6244,"Dragon Slippers (Dragon Slippers, #1)",Jessica Day George,9.78159990058e+12,"book_covers\6244_Dragon Slippers (Dragon Slippers, #1).jpg"
6248,"Gone (Wake, #3)",Lisa McMann,9.78141697918e+12,
6249,Pride of Baghdad,Brian K. Vaughan,9.78140120315e+12,book_covers\6249_Pride of Baghdad.jpg
6252,"Woken Furies (Takeshi Kovacs, #3)",Richard K. Morgan,9.78034547972e+12,
6250,Soumission,Michel Houellebecq,9.78208135481e+12,
6245,The Princess Diarist,Carrie Fisher,9.78039917359e+12,book_covers\6245_The Princess Diarist.jpg
6253,"Scion of Ikshvaku (RamChandra, #1)",Amish Tripathi,9.78938515215e+12,
6254,"Blameless (Parasol Protectorate, #3)",Gail Carriger,9.78031607416e+12,
6251,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,9.78038548818e+12,book_covers\6251_Eiger Dreams: Ventures Among Men and Mountains.jpg
6256,Imajica,Clive Barker,9.78006105372e+12,
6257,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,9.78006089154e+12,
6260,"Fire Touched (Mercy Thompson, #9)",Patricia Briggs,9.78042525676e+12,"book_covers\6260_Fire Touched (Mercy Thompson, #9).jpg"
6262,Frosty the Snow Man,Jane Werner Watson,9.78030714021e+12,
6258,I'm OK - You're OK,Thomas A. Harris,9.78006072428e+12,book_covers\6258_I'm OK - You're OK.jpg
6255,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,Jenny McCarthy,9.78073821007e+12,book_covers\6255_Belly Laughs: The Naked Truth About Pregnancy and .jpg
6263,"The Compound (The Compound, #1)",S.A. Bodeen,9.78031237015e+12,
6264,The Covenant,James A. Michener,9.78074931161e+12,book_covers\6264_The Covenant.jpg
6259,The Sicilian,Mario Puzo,9.78034544171e+12,book_covers\6259_The Sicilian.jpg
6261,The Copper Beech,Maeve Binchy,9.78075287682e+12,book_covers\6261_The Copper Beech.jpg
6265,L'Écume des jours,Boris Vian,9.78225314087e+12,
6267,The Villa,Nora Roberts,9.78051513218e+12,book_covers\6267_The Villa.jpg
6266,"The Pledge (The Pledge, #1)",Kimberly Derting,9.78144242202e+12,"book_covers\6266_The Pledge (The Pledge, #1).jpg"
6268,"Beautiful Broken Rules (Broken, #1)",Kimberly Lauren,,
6274,Savage Inequalities: Children in America's Schools,Jonathan Kozol,9.78006097499e+12,
6270,"Fragments (Partials Sequence, #2)",Dan Wells,9.78006207107e+12,
6271,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",Sarah MacLean,9.78006206852e+12,
6275,"The Enemy (The Enemy, #1)",Charlie Higson,9.78014132503e+12,
6269,"Dark Desire (Dark, #2)",Christine Feehan,9.78084395654e+12,
6272,Being and Time,Martin Heidegger,9.7800606385e+12,book_covers\6272_Being and Time.jpg
6273,In Our Time,Ernest Hemingway,9.78068482277e+12,book_covers\6273_In Our Time.jpg
6277,"The Empty Chair (Lincoln Rhyme, #3)",Jeffery Deaver,9.78068485564e+12,
6276,As the Crow Flies,Jeffrey Archer,9.78031299711e+12,book_covers\6276_As the Crow Flies.jpg
6281,"The English Spy (Gabriel Allon, #15)",Daniel Silva,,
6284,"Serpent Mage (The Death Gate Cycle, #4)",Margaret Weis,9.7805535614e+12,
6278,Jamaica Inn,Daphne du Maurier,9.7803162529e+12,book_covers\6278_Jamaica Inn.jpg
6286,"The Bet (The Bet, #1)",Rachel Van Dyken,,
6280,The Other,Thomas Tryon,9.78044016736e+12,book_covers\6280_The Other.jpg
6285,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Daniel Tammet,9.78141653507e+12,
6279,"Airborn (Matt Cruse, #1)",Kenneth Oppel,9.78006053183e+12,"book_covers\6279_Airborn (Matt Cruse, #1).jpg"
6283,The Cement Garden,Ian McEwan,9.78009946839e+12,book_covers\6283_The Cement Garden.jpg
6282,"Wildwood (Wildwood Chronicles, #1)",Colin Meloy,9.78006202469e+12,"book_covers\6282_Wildwood (Wildwood Chronicles, #1).jpg"
6287,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,9.78006193006e+12,book_covers\6287_Little Princes: One Man's Promise to Bring Home th.jpg
6290,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",Natsumi Ando,9.7803454962e+12,
6289,Too Late,Colleen Hoover,,
6288,The Descendants,Kaui Hart Hemmings,9.78140006634e+12,book_covers\6288_The Descendants.jpg
6296,Crown Duel (Crown & Court #1-2),Sherwood Smith,9.78014230152e+12,
6293,Hissy Fit,Mary Kay Andrews,9.78006056465e+12,
6295,"The Cold Dish (Walt Longmire, #1)",Craig Johnson,9.78014303642e+12,
6294,Private Games (Private #3),James Patterson,9.78184605974e+12,book_covers\6294_Private Games (Private #3).jpg
6292,"Skinwalker (Jane Yellowrock, #1)",Faith Hunter,9.7804514628e+12,"book_covers\6292_Skinwalker (Jane Yellowrock, #1).jpg"
6291,Lust for Life,Irving Stone,9.78009941642e+12,book_covers\6291_Lust for Life.jpg
6298,The Poetry of Pablo Neruda,Pablo Neruda,9.7803745296e+12,
6297,Pinkalicious,Victoria Kann,9.7800607764e+12,book_covers\6297_Pinkalicious.jpg
6299,Falling Angels,Tracy Chevalier,9.78045228321e+12,
6301,"Ashes (Ashes Trilogy, #1)",Ilsa J. Bick,9.78160684175e+12,
6300,Sleeping Arrangements,Madeleine Wickham,9.7805527723e+12,
6304,Remember Me,Mary Higgins Clark,9.78074348437e+12,
6302,Lady Susan,Jane Austen,9.78048644408e+12,book_covers\6302_Lady Susan.jpg
6305,The Silver Palate Cookbook,Julee Rosso,9.78089480204e+12,
6303,"Sweet Home (Sweet Home, #1)",Tillie Cole,,
6306,Memories of Midnight,Sidney Sheldon,9.78044635468e+12,book_covers\6306_Memories of Midnight.jpg
6307,The Bone People,Keri Hulme,9.78014008923e+12,book_covers\6307_The Bone People.jpg
6308,"Wolf Brother (Chronicles of Ancient Darkness, #1)",Michelle Paver,9.78006072827e+12,
6310,The Universe Versus Alex Woods,Gavin Extence,9.78031624658e+12,
6309,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,9.78035650202e+12,"book_covers\6309_The Crimson Campaign (Powder Mage, #2).jpg"
6312,"Bakuman, Band 1: Traum und Realität",Tsugumi Ohba,9.78386719757e+12,
6313,"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,9.78038077685e+12,
6314,"The Murder on the Links (Hercule Poirot, #2)",Agatha Christie,9.78042506795e+12,
6318,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,9.780441095e+12,
6311,"Stormy, Misty's Foal (Misty, #3)",Marguerite Henry,9.78141692788e+12,"book_covers\6311_Stormy, Misty's Foal (Misty, #3).jpg"
6319,Shattered,K.R. Dwyer,9.78042509934e+12,
6316,The Anti-Christ,Friedrich Nietzsche,9.78142127053e+12,book_covers\6316_The Anti-Christ.jpg
6315,High-Rise,J.G. Ballard,9.78087140402e+12,book_covers\6315_High-Rise.jpg
6321,"Dexter By Design (Dexter, #4)",Jeff Lindsay,9.78075288518e+12,
6317,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,9.78037541486e+12,book_covers\6317_The Looming Tower: Al-Qaeda and the Road to 9_11.jpg
6320,Hollywood,Charles Bukowski,9.78843391426e+12,
6325,"Memory in Death (In Death, #22)",J.D. Robb,9.78042521073e+12,
6323,Apt Pupil,Stephen King,9.78075152567e+12,book_covers\6323_Apt Pupil.jpg
6324,"Morning, Noon & Night",Sidney Sheldon,9.78044660221e+12,"book_covers\6324_Morning, Noon & Night.jpg"
6322,A Son of the Circus,John Irving,9.78034591563e+12,book_covers\6322_A Son of the Circus.jpg
6329,Please Look After Mom,Kyung-Sook Shin,9.78030759392e+12,
6328,The Violets of March,Sarah Jio,9.78045229704e+12,book_covers\6328_The Violets of March.jpg
6327,The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,9.7803855164e+12,book_covers\6327_The Nine: Inside the Secret World of the Supreme C.jpg
6326,The Waves,Virginia Woolf,9.78015694961e+12,book_covers\6326_The Waves.jpg
6331,House of M,Brian Michael Bendis,9.78078511722e+12,book_covers\6331_House of M.jpg
6332,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",Heather Brewer,9.78052542135e+12,
6330,"The Shining Ones (The Tamuli, #2)",David Eddings,9.78034538867e+12,"book_covers\6330_The Shining Ones (The Tamuli, #2).jpg"
6335,Oscar and Lucinda,Peter Carey,9.78070222979e+12,
6333,Trinity,Leon Uris,9.78006082788e+12,book_covers\6333_Trinity.jpg
6338,"The Secret Servant (Gabriel Allon, #7)",Daniel Silva,9.78039915422e+12,
6339,"Hearts in Darkness (Hearts in Darkness, #1)",Laura Kaye,2.94001266893e+12,
6334,The Cat in the Hat Comes Back,Dr. Seuss,9.78039480003e+12,book_covers\6334_The Cat in the Hat Comes Back.jpg
6336,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",Alexander McCall Smith,9.78037542274e+12,
6341,"Asterix the Gaul (Asterix, #1)",René Goscinny,9.78075286606e+12,
6342,"A Light in the Window (Mitford Years, #2)",Jan Karon,9.78158919063e+12,
6340,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,9.78074346843e+12,
6337,Up from Slavery,Booker T. Washington,9.78045152755e+12,book_covers\6337_Up from Slavery.jpg
6344,"Say Goodbye (Quincy & Rainie, #6)",Lisa Gardner,9.78055380433e+12,"book_covers\6344_Say Goodbye (Quincy & Rainie, #6).jpg"
6345,Scuffy the Tugboat (Big Little Golden Book),Gertrude Crampton,9.78030710548e+12,
6348,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,9.7803454664e+12,
6346,"Dawn (Warriors: The New Prophecy, #3)",Erin Hunter,9.78006074457e+12,"book_covers\6346_Dawn (Warriors: The New Prophecy, #3).jpg"
6350,"Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)",Dave Barry,9.78078683788e+12,
6347,Just Me and My Dad (Little Critter),Mercer Mayer,9.78030711839e+12,book_covers\6347_Just Me and My Dad (Little Critter).jpg
6351,Holy Cow: An Indian Adventure,Sarah Macdonald,9.78076791575e+12,
6343,"The Forever of Ella and Micha (The Secret, #2)",Jessica Sorensen,9.78145557489e+12,"book_covers\6343_The Forever of Ella and Micha (The Secret, #2).jpg"
6349,Temple,Matthew Reilly,9.78031298127e+12,
6352,"Last to Die (Rizzoli & Isles, #10)",Tess Gerritsen,9.78034551564e+12,"book_covers\6352_Last to Die (Rizzoli & Isles, #10).jpg"
6354,The Wall,Jean-Paul Sartre,9.78184391401e+12,
6353,Kraken,China Miéville,9.7803454975e+12,book_covers\6353_Kraken.jpg
6356,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",George R.R. Martin,9.78000746606e+12,
6359,"Five on a Treasure Island (Famous Five, #1)",Enid Blyton,9.78034079615e+12,
6357,"Full Black (Scot Harvath, #10)",Brad Thor,9.78141658662e+12,
6362,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",Yoko Kamio,9.78156931996e+12,
6355,The House We Grew Up In,Lisa Jewell,9.781476703e+12,book_covers\6355_The House We Grew Up In.jpg
6358,The Sisterhood,Helen Bryan,,
6360,Summer People,Elin Hilderbrand,9.7803129972e+12,book_covers\6360_Summer People.jpg
6361,There's Treasure Everywhere: A Calvin and Hobbes Collection,Bill Watterson,9.78083621313e+12,book_covers\6361_There's Treasure Everywhere: A Calvin and Hobbes C.jpg
6363,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,9.78141659658e+12,"book_covers\6363_In the Plex: How Google Thinks, Works, and Shapes .jpg"
6367,The Last Nude,Ellis Avery,9.78159448814e+12,
6365,"Price of a Kiss (Forbidden Men, #1)",Linda Kage,,
6366,Stitches,David Small,9.78039306857e+12,
6370,"Beautiful Sacrifice (The Maddox Brothers, #3)",Jamie McGuire,,
6364,When We Were Orphans,Kazuo Ishiguro,9.78057122541e+12,book_covers\6364_When We Were Orphans.jpg
6369,"All the Weyrs of Pern (Pern, #11)",Anne McCaffrey,9.78034541935e+12,
6372,"Heartbreaker (Buchanan-Renard, #1)",Julie Garwood,9.78141650381e+12,
6371,"Black Powder War (Temeraire, #3)",Naomi Novik,9.78034548131e+12,"book_covers\6371_Black Powder War (Temeraire, #3).jpg"
6375,"The First Man in Rome (Masters of Rome, #1)",Colleen McCullough,9.78038071081e+12,
6368,"Daja's Book (Circle of Magic, #3)",Tamora Pierce,9.78059055411e+12,"book_covers\6368_Daja's Book (Circle of Magic, #3).jpg"
6373,David Goes To School,David Shannon,9.78059048087e+12,book_covers\6373_David Goes To School.jpg
6374,"Briar's Book (Circle of Magic, #4)",Tamora Pierce,9.78059055411e+12,
6380,"The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)",R.A. Salvatore,9.7807869298e+12,
6377,"The Confessor (Gabriel Allon, #3)",Daniel Silva,9.78014101587e+12,"book_covers\6377_The Confessor (Gabriel Allon, #3).jpg"
6376,"Every Dead Thing (Charlie Parker, #1)",John Connolly,9.78067102732e+12,"book_covers\6376_Every Dead Thing (Charlie Parker, #1).jpg"
6381,Miller's Valley,Anna Quindlen,9.78081299608e+12,
6378,"The Wallflower, Vol. 1 (The Wallflower, #1)",Tomoko Hayakawa,9.78034547913e+12,"book_covers\6378_The Wallflower, Vol. 1 (The Wallflower, #1).jpg"
6379,Rise of the Governor (The Walking Dead #1),Robert Kirkman,9.78031254774e+12,book_covers\6379_Rise of the Governor (The Walking Dead #1).jpg
6383,The Glass Lake,Maeve Binchy,9.78075287687e+12,
6382,The Painted Bird,Jerzy Kosiński,9.78080213423e+12,book_covers\6382_The Painted Bird.jpg
6384,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,9.78046502802e+12,book_covers\6384_The Happiness Hypothesis: Finding Modern Truth in .jpg
6385,The Masque of the Red Death,Edgar Allan Poe,9.78159456739e+12,
6387,"The Forbidden Game (The Forbidden Game, #1-3)",L.J. Smith,9.7814169894e+12,
6388,Perfect You,Elizabeth Scott,9.78141695356e+12,
6394,The Fever,Megan Abbott,9.78031623105e+12,
6389,Jazz,Toni Morrison,9.78045226965e+12,
6386,The Evolutionary Void,Peter F. Hamilton,9.78034549658e+12,book_covers\6386_The Evolutionary Void.jpg
6395,The Very Quiet Cricket,Eric Carle,9.78039921886e+12,
6392,The Twelve Chairs,Ilya Ilf,9.78081011484e+12,book_covers\6392_The Twelve Chairs.jpg
